"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Mizuha Sleeves","9000z","Chameleos Claw",1,"Chameleos Hide",3,"Elder Drgn Bone",3,"Black Pearl",5,40,-4,0,-1,3,4,"Male/ Female","Blade",5,3,5,"O--","HearProtct",2,"WindPress",4,"Terrain",-3,,,,
"Extravagant Sleeves","9000z","Chameleos Claw",1,"Chameleos Hide",3,"Elder Drgn Bone",3,"Black Pearl",5,20,-3,2,0,4,5,"Male/ Female","Gunner",5,3,5,"O--","HearProtct",2,"WindPress",4,"Terrain",-3,,,,
"Kushala Grip","9300z","Daora Shell",3,"Daora Claw",1,"DaoraDragonScale",3,"Elder Drgn Bone",3,42,0,-2,-3,2,4,"Male/ Female","Blade",5,3,4,"O--","Poison",-3,"Terrain",4,"Fast Chrge",2,,,,
"Kushala Embrace","9300z","Daora Shell",3,"Daora Claw",1,"DaoraDragonScale",3,"Elder Drgn Bone",3,21,2,-2,-2,3,5,"Male/ Female","Gunner",5,3,4,"O--","Poison",-3,"Terrain",4,"Fast Chrge",2,,,,
"Kirin Longarms","9800z","Kirin Hide",1,"Flabby Hide",2,"Rubbery Hide",3,"Thunderbug",2,44,0,4,-1,2,0,"Male/ Female","Blade",5,3,5,"O--","ElementAtk",2,"All Resist",3,"PsychicVis",2,"Everlastng",-2,,
"Kirin Gloves","9800z","Kirin Hide",1,"Flabby Hide",2,"Rubbery Hide",3,"Thunderbug",2,22,1,6,0,4,1,"Male/ Female","Gunner",5,3,5,"O--","ElementAtk",2,"All Resist",3,"PsychicVis",2,"Everlastng",-2,,
"GuardianSprtVambrces","9800z","Dragonwood",1,"Dragonmoss",2,"Fire Stone",2,"Pokke Ticket",1,44,2,0,-2,2,-2,"Male/ Female","Blade",5,3,4,"O--","Fencing",2,"Protection",1,"All Resist",4,"Potential",-2,,
"Carnage Vambraces","9800z","Dragonwood",1,"Dragonmoss",2,"Fire Stone",2,"Pokke Ticket",1,22,3,2,-1,4,-1,"Male/ Female","Gunner",5,3,4,"O--","Protection",1,"All Resist",4,"Potential",-2,"Loading",2,,
"Auroros Gauntlets","9800z","Lao-Shan's Scale",5,"Elder Drgn Bone",2,"Rathalos Wing",1,"Commendation",1,44,-2,0,-4,2,2,"Male","Blade",5,2,6,"OO-","Rec Speed",2,"Guard",3,"PsychicVis",1,"Stamina",-1,,
"Genesis Gauntlets","9800z","Lao-Shan's Scale",5,"Elder Drgn Bone",2,"Rathalos Wing",1,"Commendation",1,22,1,2,-2,3,3,"Male","Gunner",5,2,6,"O--","Rec Speed",2,"Load",3,"NormalSAdd",3,"Hunger",-1,,
"Borealis Gauntlets","9800z","Lao-Shan's Scale",5,"Elder Drgn Bone",2,"Rathalos Wing",1,"Commendation",1,44,-2,0,-4,2,2,"Female","Blade",5,2,6,"OO-","Rec Speed",2,"Guard",3,"PsychicVis",1,"Stamina",-1,,
"Glyph Gauntlets","9800z","Lao-Shan's Scale",5,"Elder Drgn Bone",2,"Rathalos Wing",1,"Commendation",1,22,1,2,-2,3,3,"Female","Gunner",5,2,6,"O--","Rec Speed",2,"Load",3,"NormalSAdd",3,"Hunger",-1,,
"Empress Vambraces","11625z","Lunastra Shell",3,"Fire Drgn Wbng",1,"Lunastra Mane",1,"Fire Stone",2,46,5,0,-2,-1,0,"Male/ Female","Blade",5,10,5,"O--","Expert",2,"Guard",3,"Anti-Theft",2,"Cold Res",-2,,
"Empress Guards","11625z","Lunastra Shell",3,"Fire Drgn Wbng",1,"Lunastra Mane",1,"Fire Stone",2,23,6,2,-1,1,0,"Male/ Female","Gunner",5,10,5,"O--","Expert",3,"Guard Up",2,"Anti-Theft",2,"Cold Res",-2,,
"Indra Gloves","13500z","Gaoren Shell",2,"Gaoren Pincer",2,"DaoraDragonScale",2,"Dragonite Ore",3,48,-2,2,-2,3,2,"Male/ Female","Blade",5,3,6,"O--","Guard",3,"Fate",2,"Cooking",-2,"Quake Res",2,,
"Steadfast Guards","13500z","Gaoren Shell",2,"Gaoren Pincer",2,"DaoraDragonScale",2,"Dragonite Ore",3,24,0,3,-1,5,3,"Male/ Female","Gunner",5,3,6,"O--","Load",-1,"Recoil",2,"Fate",2,"Cooking",-2,"Quake Res",2
"Kaiser Vambraces","13500z","Teostra Shell",3,"Fire Dragon Claw",2,"Fire Stone",2,"ElderDragonBlood",1,48,5,0,-2,-1,0,"Male/ Female","Blade",5,3,6,"O--","Expert",3,"Cold Res",-3,"Fatigue",3,,,,
"Kaiser Guards","13500z","Teostra Shell",3,"Fire Dragon Claw",2,"Fire Stone",2,"ElderDragonBlood",1,24,6,2,-1,1,0,"Male/ Female","Gunner",5,3,6,"O--","Expert",3,"Cold Res",-3,"Fatigue",3,,,,
"Red Lobster Braces","4150z","King Lobster Shl",1,"Sm Lobstershell",1,"Famitsu Ticket",1,,,32,3,-2,0,0,1,"Male/ Female","Blade",5,6,5,"OO-","Sneak",-2,"Fishing",2,"Evade",1,"BBQ",2,,
"Red Lobster Guards","4150z","King Lobster Shl",1,"Sm Lobstershell",1,"Famitsu Ticket",1,,,15,3,0,1,0,1,"Male/ Female","Gunner",5,6,5,"OO-","Sneak",-2,"Fishing",2,"Evade",1,"BBQ",2,,
"Monodevil Vambraces","5900z","Wht Monoblos Hrn",1,"Wht Monoblos Spn",2,"Wht Monoblos Shl",4,"Monster Bone+",3,34,2,-2,-1,-1,-1,"Male/ Female","Blade",5,10,"4!","OO-","Artisan",1,"Expert",1,"Protection",-2,"Potential",3,,
"Monodevil Guards","5900z","Wht Monoblos Hrn",1,"Wht Monoblos Spn",2,"Wht Monoblos Shl",4,"Monster Bone+",3,16,4,0,0,2,0,"Male/ Female","Gunner",5,10,"4!","OO-","Expert",1,"Protection",-1,"Potential",4,"Loading",1,,
"Rathian Heart Braces","6400z","Pnk Rathian Shl",2,"Pnk Rathian Scl",4,"FireWyvern Fluid",4,"Killer Beetle",4,36,2,-2,-4,0,0,"Male/ Female","Blade",5,3,6,"OO-","Antiseptic",1,"Sneak",-1,"Whim",3,"Recovery",2,,
"Rathian Heart Guards","6400z","Pnk Rathian Shl",2,"Pnk Rathian Scl",4,"FireWyvern Fluid",4,"Killer Beetle",4,16,4,0,-2,2,2,"Male/ Female","Gunner",5,3,6,"OO-","Antiseptic",1,"Sneak",-1,"Whim",3,"Recovery",2,,
"Rathalos Soul Braces","6900z","Azre Rathlos Shl",2,"Azr Rathlos Scl",3,"FireWyvrn Marrow",1,"Machalite Ore",5,38,2,2,-4,-1,0,"Male/ Female","Blade",5,3,6,"O--","Expert",1,"Attack",3,"Protection",-2,"HearProtct",3,,
"Rathalos Soul Guards","6900z","Azr Rathlos Tail",2,"Azr Rathlos Scl",3,"FireWyvrn Marrow",1,"Machalite Ore",5,18,4,5,-2,2,1,"Male/ Female","Gunner",5,3,6,"OO-","Expert",1,"Attack",3,"Protection",-1,"HearProtct",2,,
"Mafumofu Mittens S","1150z","High Quality Pelt",2,"Blango Pelt+",1,"Rainbow Insect",1,,,20,0,0,0,0,3,"Male/ Female","Blade/ Gunner",6,4,7,"O--","Protection",2,"Heat Res",-2,"Cold Res",5,,,,
"Leather Vambraces S","1350z","Carbalite Ore",1,"Machalite Ore",10,"Kelbi Hide",2,"Stout Bone",1,22,2,0,0,0,0,"Male/ Female","Blade/ Gunner",6,4,7,"---","HiSpdGathr",10,"Cooking",-1,,,,,,
"Chain Vambraces S","1650z","Carbalite Ore",2,"Machalite Ore",10,"High Quality Pelt",2,,,24,2,-2,0,2,1,"Male/ Female","Blade/ Gunner",6,4,7,"O--","Paralysis",-1,"Health",4,"Map",2,"Whim",2,,
"Hunter Vambraces S","5350z","Carbalite Ore",3,"Machalite Ore",8,"Brute Bone",3,"Bulldrome Hide+",2,38,0,-4,0,0,0,"Male/ Female","Blade",6,4,7,"O--","Faint",-2,"Rec Speed",2,"Attack",2,"PsychicVis",3,,
"Hunter Guards S","5350z","Carbalite Ore",3,"Machalite Ore",8,"Brute Bone",3,"Bulldrome Hide+",2,26,2,-2,0,2,2,"Male/ Female","Gunner",6,4,7,"O--","Faint",-2,"Rec Speed",2,"Attack",2,"PsychicVis",3,,
"Bone Vambraces S","7200z","Inferno Sac",1,"Bulldrome Hide+",2,"King Scarab",4,"Monster Bone+",2,44,2,-2,-2,2,-2,"Male/ Female","Blade",6,4,7,"O--","Anti-Theft",2,"Map",-2,"Cooking",2,"Horn",3,,
"Bone Guards S","7200z","Inferno Sac",1,"Bulldrome Hide+",2,"King Scarab",4,"Monster Bone+",2,26,5,0,0,5,-1,"Male/ Female","Gunner",6,4,7,"O--","Anti-Theft",2,"Map",-2,"Fishing",3,"Cooking",2,,
"Battle Vambraces S","7500z","Bulldrome Hide+",3,"Rathian Scale",3,"Rathalos Scale",3,"Monster Bone+",2,46,2,-2,0,-2,-1,"Male/ Female","Blade",6,4,7,"O--","SwdShrpner",2,"Guard",2,"Attack",3,"Stamina",-2,,
"Battle Guards S","7500z","Bulldrome Hide+",3,"Rathian Scale",3,"Rathalos Scale",3,"Monster Bone+",2,26,4,0,2,0,0,"Male/ Female","Gunner",6,4,7,"O--","Load",2,"ClustS Add",2,"Hunger",-2,"Attack",3,,
"Velociprey Braces S","7800z","Velociprey Scl+",3,"Velociprey Hide+",5,"King Scarab",1,"Velocidrome Clw+",2,50,1,1,-1,1,0,"Male/ Female","Blade",6,4,7,"OO-","Paralysis",-2,"Faint",3,"SwdShrpner",2,,,,
"Velociprey Guards S","7800z","Velociprey Scl+",3,"Velociprey Hide+",5,"King Scarab",1,"Velocidrome Clw+",2,26,3,3,0,3,1,"Male/ Female","Gunner",6,4,7,"OO-","Paralysis",-2,"Faint",3,"PelletS Up",2,,,,
"Vespoid Vambraces S","7800z","Vespoid InnrWng",1,"Vespoid Carapace",4,"Vespoid Wing",3,"Monster Broth",1,50,-6,2,2,-5,-4,"Male/ Female","Blade",6,4,7,"OO-","Paralysis",3,"Poison",-2,"Everlastng",2,,,,
"Vespoid Guards S","7800z","Vespoid InnrWng",1,"Vespoid Carapace",4,"Vespoid Abdomen",1,"Monster Broth",1,26,-5,5,2,-4,-3,"Male/ Female","Gunner",6,4,7,"OO-","Paralysis",3,"Poison",-2,"Everlastng",2,,,,
"Hi-Metal Vambraces S","7800z","Carbalite Ore",5,"Lightcrystal",1,"Dragonite Ore",10,"Electro Sac",4,50,-2,3,0,-2,-1,"Male/ Female","Blade",6,4,7,"OO-","Defence",2,"All Resist",-2,"Gunnery",3,,,,
"Hi-Metal Guards S","7800z","Carbalite Ore",5,"Lightcrystal",1,"Dragonite Ore",10,"Electro Sac",4,26,0,5,0,0,0,"Male/ Female","Gunner",6,4,7,"OO-","Defence",2,"All Resist",-2,"Gunnery",3,,,,
"Steel Vambraces S","8950z","Nova Crystal",1,"Lightcrystal",2,"Dragonite Ore",10,"Machalite Ore",10,52,2,-2,0,2,0,"Male/ Female","Blade",6,4,7,"O--","Guard",2,"Map",5,"Stamina",-2,,,,
"Hornet Vambraces S","8800z","HornetaurInnrWng",1,"Hornetaur Carpce",4,"Hornetaur Wing",6,"Monster Broth",1,52,-6,-5,2,-1,-5,"Male/ Female","Blade",6,4,7,"O--","Poison",-3,"Sharpness",2,"SwdShrpner",1,"Dragon Res",3,,
"Hornet Guards S","8800z","HornetaurInnrWng",1,"Hornetaur Carpce",4,"Hornetaur Wing",6,"Monster Broth",1,26,-5,-3,3,2,-4,"Male/ Female","Gunner",6,4,7,"OO-","Poison",-2,"PierceS Up",2,"Dragon Res",3,,,,
"Genprey Vambraces S","8800z","Genprey Scale+",4,"Genprey Hide+",6,"Carbalite Ore",5,"Gendrome Hide",3,52,2,3,-1,-2,-2,"Male/ Female","Blade",6,4,7,"OO-","Paralysis",3,"Poison",-2,"Spc Attack",2,,,,
"Genprey Guards S","8800z","Genprey Scale+",4,"Genprey Hide+",6,"Carbalite Ore",5,"Gendrome Hide",3,26,4,5,0,0,0,"Male/ Female","Gunner",6,4,7,"OO-","Paralysis",3,"Poison",-2,"Spc Attack",2,,,,
"Ioprey Vambraces S","8950z","Ioprey Scale+",4,"Ioprey Hide+",6,"Fire Stone",1,"Iodrome Hide",3,52,3,-2,-1,2,1,"Male/ Female","Blade",6,4,7,"OO-","Faint",-2,"Poison",3,"Defence",2,,,,
"Ioprey Guards S","8950z","Ioprey Scale+",4,"Ioprey Hide+",6,"Fire Stone",1,"Iodrome Hide",3,28,4,0,0,3,2,"Male/ Female","Gunner",6,4,7,"OO-","Faint",-2,"Poison",3,"NormalS Up",2,,,,
"Kut-Ku Vambraces S","8950z","Kut-Ku Scale+",3,"Kut-Ku Carapace",2,"Kut-Ku Webbing",2,,,52,2,0,-1,-2,-2,"Male/ Female","Blade",6,4,7,"OO-","Attack",3,"Defence",-2,"Fire Res",2,,,,
"Kut-Ku Guards S","8950z","Kut-Ku Scale+",3,"Kut-Ku Carapace",2,"Kut-Ku Webbing",2,,,28,5,3,0,1,-1,"Male/ Female","Gunner",6,4,7,"OO-","Attack",3,"Defence",-2,"Fire Res",2,,,,
"Cephalos Vambraces S","9000z","Cephalos Scale+",5,"Cephalos Fin+",2,"Machalite Ore",15,"Iron Ore",20,54,-3,-4,0,2,2,"Male/ Female","Blade",6,4,7,"OO-","Heat Res",3,"Cold Res",-1,"PsychicVis",3,,,,
"Cephalos Guards S","9000z","Cephalos Scale+",5,"Cephalos Fin+",2,"Machalite Ore",15,"Iron Ore",20,28,-1,-2,1,5,3,"Male/ Female","Gunner",6,4,7,"OO-","Heat Res",3,"Cold Res",-1,"PsychicVis",3,,,,
"Conga Vambraces S","9000z","Congalala Pelt+",2,"Sharp Claw",6,"Conga Pelt+",4,"Hercudrome",2,54,-3,2,0,2,-1,"Male/ Female","Blade",6,4,7,"O--","Antiseptic",2,"Sneak",-2,"ElementAtk",2,"Gluttony",3,,
"Conga Guards S","9000z","Congalala Pelt+",2,"Sharp Claw",6,"Conga Pelt+",4,"Hercudrome",2,28,-1,4,1,4,0,"Male/ Female","Gunner",6,4,7,"O--","Antiseptic",2,"Sneak",-2,"NormalS Up",2,"Gluttony",3,,
"Gypceros Vambraces S","9000z","Rubbery Hide+",4,"Monster Broth",2,"Antiseptic Stone",8,"Genprey Scale+",2,54,-4,4,0,1,1,"Male/ Female","Blade",6,5,7,"OO-","Poison",3,"Hunger",-2,"Stamina",2,,,,
"Gypceros Guards S","9000z","Rubbery Hide+",4,"Monster Broth",2,"Antiseptic Stone",8,"Genprey Scale+",2,28,-1,6,0,4,3,"Male/ Female","Gunner",6,5,7,"OO-","Poison",3,"Hunger",-2,"Stamina",2,,,,
"Khezu Vambraces S","9100z","Khezu Hide - Tan",2,"Carbalite Ore",2,"Thunderbug Juice",2,"Monster Bone+",2,56,-3,4,0,3,1,"Male/ Female","Blade",6,5,7,"O--","Faint",-2,"Rec Speed",5,"Wide Area",2,,,,
"Khezu Guards S","9100z","Khezu Hide - Tan",2,"Carbalite Ore",2,"Thunderbug Juice",2,"Monster Bone+",2,28,-1,6,0,5,2,"Male/ Female","Gunner",6,5,7,"O--","Faint",-2,"Rec Speed",5,"Wide Area",2,,,,
"Hermitaur Braces S","9100z","Hermitaur Claw+",2,"Hermitaur Carpce",2,"Carbalite Ore",2,"Sharp Claw",4,56,-3,-4,1,3,0,"Male/ Female","Blade",6,4,7,"OO-","Guard",2,"Throw",2,"Defence",2,"Stamina",-1,,
"Hermitaur Guards S","9100z","Hermitaur Claw+",2,"Hermitaur Carpce",2,"Carbalite Ore",2,"Sharp Claw",4,28,-1,-2,2,5,1,"Male/ Female","Gunner",6,4,7,"OO-","Load",2,"CragS Add",2,"Defence",2,"All Resist",-1,,
"Hypnoc Vambraces S","9100z","Hypnoc Feather",4,"Hypnoc Claw+",3,"Sleep Sac",2,"Velociprey Scl+",4,56,-2,0,1,2,1,"Male/ Female","Blade",6,7,7,"O--","Sleep",5,"Hunger",-2,"Stamina",2,,,,
"Hypnoc Guards S","9100z","Hypnoc Feather",4,"Hypnoc Claw+",3,"Sleep Sac",2,"Velociprey Scl+",4,28,0,2,2,4,3,"Male/ Female","Gunner",6,7,7,"O--","Sleep",5,"Hunger",-2,"Stamina",2,,,,
"Basarios Vambraces S","9100z","Basarios Carpace",3,"Dragonite Ore",5,"Toxin Sac",3,"Union Ore",6,56,0,2,-2,2,1,"Male/ Female","Blade",6,5,7,"OO-","Sleep",1,"Poison",2,"Defence",2,"Dragon Res",-2,,
"Basarios Guards S","9100z","Basarios Carpace",3,"Dragonite Ore",5,"Toxin Sac",3,"Union Ore",6,28,2,4,0,4,2,"Male/ Female","Gunner",6,5,7,"OO-","Sleep",1,"Poison",2,"Defence",2,"Dragon Res",-2,,
"Plesioth Vambraces S","9500z","Plesioth Scale+",1,"Plesioth Fin+",3,"Monster Broth",1,"Cephalos Scale+",3,58,-4,-4,0,4,2,"Male/ Female","Blade",6,5,8,"O--","Hunger",-2,"Heat Res",2,"Cold Res",2,"Stamina",3,,
"Plesioth Guards S","9500z","Plesioth Scale+",1,"Plesioth Fin+",3,"Monster Broth",1,"Cephalos Scale+",3,30,-2,-2,1,6,3,"Male/ Female","Gunner",6,5,8,"O--","Hunger",-2,"Heat Res",2,"Cold Res",2,"Stamina",3,,
"Monoblos Vambraces S","9900z","Monoblos Thrcic",2,"Blood Red Horn",2,"Monoblos Carpce",4,"Hrd Monster Bone",3,60,2,-2,-1,-1,-1,"Male/ Female","Blade",6,10,"8!","OO-","Attack",3,"Protection",-2,"Potential",2,,,,
"Monoblos Guards S","9900z","Monoblos Thrcic",2,"Blood Red Horn",2,"Monoblos Carpce",4,"Hrd Monster Bone",3,30,4,0,0,2,0,"Male/ Female","Gunner",6,10,"8!","OO-","Attack",3,"Protection",-2,"Potential",2,,,,
"Garuga Vambraces S","9900z","Garuga Scale+",5,"Garuga Carapace",3,"Garuga Tail",1,"Hrd Monster Bone",2,60,2,2,0,0,0,"Male/ Female","Blade",6,8,8,"OO-","Poison",3,"HearProtct",2,"Gathering",-2,,,,
"Garuga Guards S","9900z","Garuga Scale+",5,"Garuga Carapace",3,"Garuga Tail",1,"Hrd Monster Bone",2,30,3,3,0,2,1,"Male/ Female","Gunner",6,8,8,"OO-","HearProtct",2,"Gathering",-2,"PoisnCtAdd",3,,,,
"Blango Vambraces S","9900z","Blangonga Pelt+",2,"Blangonga Tail",2,"Giadrome Hide",2,"Stout Bone",2,60,-4,0,1,2,3,"Male/ Female","Blade",6,5,8,"OO-","Snow Res",2,"Attack",2,"Heat Res",-1,"Cold Res",2,,
"Blango Guards S","9900z","Blangonga Pelt+",2,"Blangonga Tail",2,"Giadrome Hide",2,"Stout Bone",2,30,-3,1,2,4,5,"Male/ Female","Gunner",6,5,8,"O--","Snow Res",2,"Attack",4,"Heat Res",-1,"Cold Res",2,,
"Ceanataur Braces S","10050z","Ceanataur Carpce",2,"Ceanataur Pincer",2,"Union Ore",2,"King Scarab",5,61,1,-1,0,2,-1,"Male/ Female","Blade",6,5,8,"OO-","Artisan",2,"SwdShrpner",1,"Attack",2,"Defence",-2,,
"Ceanataur Guards S","10050z","Ceanataur Carpce",2,"Ceanataur Pincer",2,"Union Ore",2,"King Scarab",5,30,2,0,2,4,0,"Male/ Female","Gunner",6,5,8,"OO-","PierceS Up",2,"PierceSAdd",3,"Defence",-2,,,,
"Rathian Vambraces S","10250z","Rathian Spike+",1,"Rathian Carapace",2,"Rathian Scale+",3,"Dragonite Ore",4,62,2,-2,-4,0,0,"Male/ Female","Blade",6,5,9,"OO-","Faint",-1,"Poison",2,"Health",4,,,,
"Rathian Guards S","10250z","Rathian Spike+",1,"Rathian Carapace",2,"Rathian Scale+",3,"Dragonite Ore",4,30,4,0,-2,2,2,"Male/ Female","Gunner",6,5,9,"OO-","Faint",-1,"Poison",2,"Health",4,,,,
"Naruga Vambraces S","10250z","Naruga Pelt",4,"Naruga Scale+",3,"Naruga Fang+",6,"Remobra Skin+",2,62,-4,-3,0,3,2,"Male/ Female","Blade",6,8,9,"OO-","Attack",-2,"Evade Inc",3,"Technique",2,,,,
"Naruga Guards S","10250z","Naruga Pelt",4,"Naruga Scale+",3,"Naruga Fang+",6,"Remobra Skin+",2,30,-2,-1,1,4,3,"Male/ Female","Gunner",6,8,9,"OO-","Attack",-2,"Evade Inc",1,"Technique",4,,,,
"Tigrex Vambraces S","10750z","Tigrex Claw+",2,"Tigrex Scale+",4,"Tigrex Claw",3,"Nova Crystal",1,64,3,-2,-1,2,3,"Male/ Female","Blade",6,6,9,"OO-","Protection",-2,"HearProtct",3,"PsychicVis",1,"Cooking",1,,
"Tigrex Guards S","10750z","Tigrex Claw+",2,"Tigrex Scale+",4,"Tigrex Claw",3,"Nova Crystal",1,30,4,-1,0,3,4,"Male/ Female","Gunner",6,6,9,"OO-","Protection",-2,"HearProtct",1,"PsychicVis",1,"Cooking",3,,
"Rathalos Vambraces S","10750z","Rathalos Scale+",2,"Hrd Monster Bone",3,"Rathalos Carpace",3,"Rare Scarab",3,64,2,2,-4,-1,-3,"Male/ Female","Blade",6,5,9,"OO-","Faint",-1,"Rec Speed",2,"Attack",4,,,,
"Rathalos Guards S","10750z","Rathalos Scale+",2,"Hrd Monster Bone",3,"Rathalos Tail",4,"Rare Scarab",3,30,4,5,-2,0,-1,"Male/ Female","Gunner",6,5,9,"OO-","Faint",-1,"Rec Speed",2,"Attack",4,,,,
"Diablo Vambraces S","10750z","Diablos Carapace",3,"Majestic Horn",1,"Blos Fang",4,"Monster Bone+",4,64,3,1,0,-1,-2,"Male/ Female","Blade",6,6,9,"OO-","Health",-2,"Expert",3,"WindPress",2,,,,
"Diablo Guards S","10750z","Diablos Carapace",3,"Majestic Horn",1,"Blos Fang",4,"Monster Bone+",4,30,5,4,0,2,-1,"Male/ Female","Gunner",6,6,9,"OO-","Health",-2,"Expert",3,"WindPress",2,,,,
"Gravios Vambraces S","10750z","Gravios Carapace",2,"Gravios Shell",6,"Hrd Monster Bone",1,"Firecell Stone",1,64,2,2,-2,-2,0,"Male/ Female","Blade",6,6,9,"O--","Guard",2,"Defence",5,"Stamina",-2,,,,
"Gravios Guards S","10750z","Gravios Carapace",2,"Gravios Shell",6,"Hrd Monster Bone",1,"Firecell Stone",1,30,4,3,0,1,1,"Male/ Female","Gunner",6,6,9,"OO-","Recoil",2,"Defence",3,"Stamina",-2,,,,
"Leather Vambraces U","1350z","Giaprey Hide+",2,"Iron Ore",4,"Blango Pelt+",2,"Bulldrome Hide+",1,20,2,0,0,0,0,"Male/ Female","Blade/ Gunner",7,4,7,"OOO","Sneak",-1,"Gathering",2,"Alchemy",2,,,,
"Chain Vambraces U","1650z","Carbalite Ore",1,"Rainbow Ore",3,"Machalite Ore",10,"High Quality Pelt",2,22,2,-2,0,2,1,"Male/ Female","Blade/ Gunner",7,4,7,"OO-","Backpackng",2,"Map",-1,"Whim",4,,,,
"Hunter Vambraces U","5350z","King Scarab",3,"Carbalite Ore",1,"Flame Sac",3,"Blk Gravios Shl",2,36,0,-4,0,0,0,"Male/ Female","Blade",7,4,7,"OO-","Sleep",-2,"BombStrUp",2,"PsychicVis",3,,,,
"Hunter Guards U","5350z","King Scarab",3,"Carbalite Ore",1,"Flame Sac",3,"Blk Gravios Shl",2,24,2,-2,0,2,2,"Male/ Female","Gunner",7,4,7,"OOO","Sleep",-2,"CragS Add",2,"PsychicVis",1,,,,
"Bone Vambraces U","7200z","Ioprey Hide+",2,"Hrd Monster Bone",1,"Bullfango Pelt",4,"King Scarab",3,42,2,-2,-2,2,-2,"Male/ Female","Blade",7,4,7,"OO-","Guard",-1,"Anti-Theft",2,"Horn",2,"Fatigue",2,,
"Bone Guards U","7200z","Ioprey Hide+",2,"Hrd Monster Bone",1,"Bullfango Pelt",4,"King Scarab",3,24,5,0,0,5,-1,"Male/ Female","Gunner",7,4,7,"OO-","Anti-Theft",2,"Precision",-2,"Fatigue",3,,,,
"Battle Vambraces U","7500z","Bulldrome Hide+",3,"Monster Bone+",3,"Carbalite Ore",2,"Fire Stone",1,44,2,-2,0,-2,-1,"Male/ Female","Blade",7,4,7,"OO-","Guard",2,"Defence",3,"Stamina",-2,,,,
"Battle Guards U","7500z","Bulldrome Hide+",3,"Monster Bone+",3,"Carbalite Ore",2,"Fire Stone",1,24,4,0,2,0,0,"Male/ Female","Gunner",7,4,7,"OO-","Load",2,"Defence",3,"All Resist",-2,,,,
"Giaprey Vambraces U","7500z","Giaprey Scale+",2,"Giaprey Hide+",2,"Blk Gravios Shl",1,"Monster Bone+",2,44,0,1,-1,1,3,"Male/ Female","Blade",7,4,7,"OO-","Snow Res",2,"Fire Res",-3,"Evade",2,,,,
"Giaprey Guards U","7500z","Giaprey Scale+",2,"Giaprey Hide+",2,"Blk Gravios Shl",1,"Monster Bone+",2,24,1,3,0,3,4,"Male/ Female","Gunner",7,4,7,"OO-","Snow Res",2,"Fire Res",-3,"Evade",2,,,,
"Vespoid Vambraces U","7800z","Vespoid InnrWng",1,"Vespoid Carapace",4,"Rainbow Insect",2,"Lightcrystal",2,48,-6,2,2,-5,-4,"Male/ Female","Blade",7,4,7,"OO-","Sleep",4,"Spc Attack",2,"Water Res",-1,,,,
"Vespoid Guards U","7800z","Vespoid InnrWng",1,"Vespoid Carapace",4,"Rainbow Insect",2,"Vespoid Abdomen",1,24,-5,5,2,-4,-3,"Male/ Female","Gunner",7,4,7,"OO-","Sleep",4,"Spc Attack",2,"Water Res",-1,,,,
"Hi-Metal Vambraces U","7800z","Carbalite Ore",5,"Fire Stone",2,"Dragonite Ore",5,"Electro Sac",2,48,-2,3,0,-2,-1,"Male/ Female","Blade",7,4,7,"OO-","ElementAtk",2,"Protection",2,"Stamina",-3,,,,
"Hi-Metal Guards U","7800z","Carbalite Ore",5,"Fire Stone",2,"Dragonite Ore",5,"Electro Sac",2,24,0,5,0,0,0,"Male/ Female","Gunner",7,4,7,"OO-","ElementAtk",2,"Protection",2,"Stamina",-3,,,,
"Steel Vambraces U","8950z","Nova Crystal",1,"Rainbow Ore",3,"Lightcrystal",2,"Dragonite Ore",10,50,2,-2,0,2,0,"Male/ Female","Blade",7,4,7,"OO-","Guard",2,"PsychicVis",3,"Stamina",-2,,,,
"Hornet Vambraces U","8800z","HornetaurInnrWng",1,"Hornetaur Carpce",4,"Rainbow Insect",2,"Hercudrome",4,50,-6,-5,2,-1,-5,"Male/ Female","Blade",7,4,7,"OO-","Protection",-2,"HearProtct",3,"Gathering",2,,,,
"Hornet Guards U","8800z","HornetaurInnrWng",1,"Hornetaur Carpce",4,"Rainbow Insect",2,"Hercudrome",4,24,-5,-3,3,2,-4,"Male/ Female","Gunner",7,4,7,"O--","Protection",-3,"HearProtct",4,"Gathering",2,,,,
"Genprey Vambraces U","8800z","Genprey Scale+",4,"Rainbow Insect",2,"Carbalite Ore",5,"Small Goldenfish",4,50,2,3,-1,-2,-2,"Male/ Female","Blade",7,4,7,"OO-","Paralysis",2,"Ice Res",-3,"Fate",2,,,,
"Genprey Guards U","8800z","Genprey Scale+",4,"Rainbow Insect",2,"Carbalite Ore",5,"Small Goldenfish",4,24,4,5,0,0,0,"Male/ Female","Gunner",7,4,7,"OO-","Paralysis",2,"Ice Res",-3,"Fate",2,,,,
"Ioprey Vambraces U","8950z","Ioprey Scale+",4,"Rainbow Insect",2,"Carbalite Ore",5,"Rubbery Hide+",2,50,3,-2,-1,2,1,"Male/ Female","Blade",7,5,7,"OO-","Poison",2,"ThunderRes",-3,"Recovery",2,,,,
