"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Carnage Wrap","9800z","Dragonmoss",2,"Dragonwood",2,"ElderDragonBlood",1,"Pokke Ticket",1,22,3,2,-1,4,-1,"Male/Female","Gunner",5,3,4,"O--","Protection",1,"All Resist",4,"Potential",-2,"Loading",2,,
"Auroros Tasset","9800z","Lao-Shan's Shell",4,"Fire Dragon Scl",1,"Gravios Shell",5,"Commendation",1,44,-2,0,-4,2,2,"Male","Blade",5,3,6,"O--","Rec Speed",2,"Guard",3,"PsychicVis",3,"Stamina",-1,,
"Genesis Tasset","9800z","Lao-Shan's Shell",4,"Fire Dragon Scl",1,"Gravios Shell",5,"Commendation",1,22,1,2,-2,3,3,"Male","Gunner",5,3,6,"OO-","Rec Speed",2,"Load",3,"NormalSAdd",1,"Hunger",-1,,
"Borealis Tasset","9800z","Lao-Shan's Shell",4,"Fire Dragon Scl",1,"Gravios Shell",5,"Commendation",1,44,-2,0,-4,2,2,"Female","Blade",5,3,6,"O--","Rec Speed",2,"Guard",3,"PsychicVis",3,"Stamina",-1,,
"Glyph Tasset","9800z","Lao-Shan's Shell",4,"Fire Dragon Scl",1,"Gravios Shell",5,"Commendation",1,22,1,2,-2,3,3,"Female","Gunner",5,3,6,"OO-","Rec Speed",2,"Load",3,"NormalSAdd",1,"Hunger",-1,,
"Red Borealis Tasset","9800z","Lao-Shan's Shell",4,"Fire Drgn Wbng",1,"Gravios Shell",5,"Commendation",1,44,2,0,-4,-2,0,"Female","Blade",5,3,6,"O--","Rec Speed",4,"PsychicVis",5,,,,,,
"Red Glyph Tasset","9800z","Lao-Shan's Shell",4,"Fire Drgn Wbng",1,"Gravios Shell",5,"Commendation",1,22,3,2,-2,1,1,"Female","Gunner",5,3,6,"O--","Rec Speed",4,"NormalSAdd",5,,,,,,
"Empress Tasset","11625z","Lunastra Horn",1,"Fire Drgn Wbng",2,"Fire Dragon Scl",4,"Dragonite Ore",9,46,5,0,-2,-1,0,"Male/Female","Blade",5,10,"5!","O--","Expert",2,"Guard",3,"Anti-Theft",2,"Cold Res",-2,,
"Empress Coat","11625z","Lunastra Horn",1,"Fire Drgn Wbng",2,"Fire Dragon Scl",4,"Dragonite Ore",9,23,6,2,-1,1,0,"Male/Female","Gunner",5,10,"5!","OO-","Expert",2,"Guard Up",1,"Anti-Theft",2,"Cold Res",-2,,
"Indra Wrap","13500z","Gaoren Shell",2,"Gaoren Pincer",1,"Daora Shell",1,"Dragonite Ore",2,48,-2,2,-2,3,2,"Male/Female","Blade",5,3,6,"O--","Guard",3,"Fate",2,"Cooking",-2,"Quake Res",2,,
"Steadfast Coat","13500z","Gaoren Shell",2,"Gaoren Pincer",1,"Daora Shell",1,"Dragonite Ore",2,24,0,3,-1,5,3,"Male/Female","Gunner",5,3,6,"O--","Load",-1,"Recoil",2,"Fate",2,"Cooking",-2,"Quake Res",2
"Kaiser Tasset","13500z","Teostra Mane",1,"Fire Dragon Scl",3,"Fire Stone",2,"ElderDragonBlood",1,48,5,0,-2,-1,0,"Male/Female","Blade",5,3,6,"O--","Expert",3,"Cold Res",-3,"Fatigue",3,,,,
"Kaiser Coat","13500z","Teostra Mane",1,"Fire Dragon Scl",3,"Fire Stone",2,"ElderDragonBlood",1,24,6,2,-1,1,0,"Male/Female","Gunner",5,3,6,"O--","Expert",3,"Cold Res",-3,"Fatigue",3,,,,
"Red Lobster Tasset","4150z","King Lobster Shl",1,"Sm Lobstershell",1,"Famitsu Ticket",1,,,32,3,-2,0,0,1,"Male/Female","Blade",5,6,5,"OO-","Sneak",-2,"Fishing",2,"Evade",1,"BBQ",2,,
"Red Lobster Coat","4150z","King Lobster Shl",1,"Sm Lobstershell",1,"Famitsu Ticket",1,,,15,3,0,1,0,1,"Male/Female","Gunner",5,6,5,"OO-","Sneak",-2,"Fishing",2,"Evade",1,"BBQ",2,,
"Monodevil Coil","5900z","Wht Monoblos Hrn",1,"Wht Monoblos Spn",3,"Wht Monoblos Shl",3,"Monster Bone+",4,34,2,-2,-1,-1,-1,"Male/Female","Blade",5,10,"4!","O--","Artisan",2,"Expert",1,"Protection",-3,"Potential",3,,
"Monodevil Coat","5900z","Wht Monoblos Hrn",1,"Wht Monoblos Spn",3,"Wht Monoblos Shl",3,"Monster Bone+",4,16,4,0,0,2,0,"Male/Female","Gunner",5,10,"4!","O--","Expert",1,"Protection",-4,"Potential",2,"Loading",2,,
"Rathian Heart Coil","6400z","Pnk Rathian Scl",3,"Pnk Rathian Shl",2,"FireWyvern Claw",2,"Monster Bone+",1,36,2,-2,-4,0,0,"Male/Female","Blade",5,3,6,"OO-","Antiseptic",1,"Sneak",-1,"Whim",3,"Recovery",2,,
"Rathian Heart Coat","6400z","Pnk Rathian Scl",3,"Pnk Rathian Shl",2,"FireWyvern Claw",2,"Monster Bone+",1,16,4,0,-2,2,2,"Male/Female","Gunner",5,3,6,"O--","Antiseptic",2,"Sneak",-2,"Whim",3,"Recovery",2,,
"Rathalos Soul Coil","6900z","Azre Rathlos Shl",2,"Azr Rathlos Scl",2,"FireWyvern Fluid",2,"Fire Stone",1,38,2,2,-4,-1,0,"Male/Female","Blade",5,3,6,"OO-","Expert",1,"Attack",3,"Protection",-1,"HearProtct",2,,
"Rathalos Soul Coat","6900z","Azre Rathlos Shl",2,"Azr Rathlos Scl",2,"FireWyvern Fluid",2,"Fire Stone",1,18,4,5,-2,2,1,"Male/Female","Gunner",5,3,6,"O--","Expert",1,"Attack",3,"Protection",-2,"HearProtct",3,,
"Mafumofu Coat S","1150z","High Quality Pelt",2,"Blango Pelt+",1,"Rainbow Insect",1,,,20,0,0,0,0,3,"Male/Female","Blade/Gunner",6,4,7,"O--","Protection",2,"Heat Res",-2,"Cold Res",5,,,,
"Leather Belt S","1350z","Carbalite Ore",1,"Machalite Ore",10,"Kelbi Hide",2,"Stout Bone",1,22,2,0,0,0,0,"Male/Female","Blade/Gunner",6,4,7,"---","MixSucRate",10,"Cooking",-1,,,,,,
"Chain Belt S","1650z","Carbalite Ore",3,"Dragonite Ore",3,"Velociprey Hide+",2,,,24,2,-2,0,2,1,"Male/Female","Blade/Gunner",6,4,7,"O--","Paralysis",-1,"Health",4,"Map",2,"Whim",2,,
"Hunter Tasset S","5350z","Carbalite Ore",3,"Machalite Ore",12,"King Scarab",2,"Rathalos Scale",4,38,0,-4,0,0,0,"Male/Female","Blade",6,4,7,"OO-","Faint",-2,"Rec Speed",2,"Attack",2,"PsychicVis",1,,
"Hunter Coat S","5350z","Carbalite Ore",3,"Machalite Ore",12,"King Scarab",2,"Rathalos Scale",4,26,2,-2,0,2,2,"Male/Female","Gunner",6,4,7,"O--","Faint",-2,"Rec Speed",2,"Attack",2,"PsychicVis",3,,
"Bone Tasset S","7200z","Stout Bone",3,"Master's Skull",1,"Bullfango Pelt",3,"High Quality Pelt",3,44,2,-2,-2,2,-2,"Male/Female","Blade",6,4,7,"O--","Anti-Theft",2,"Map",-2,"Cooking",2,"Horn",3,,
"Bone Coat S","7200z","Stout Bone",3,"Monster Broth",2,"Bullfango Pelt",3,"Lg Bone Husk",5,26,5,0,0,5,-1,"Male/Female","Gunner",6,4,7,"O--","Anti-Theft",2,"Map",-2,"Fishing",3,"Cooking",2,,
"Battle Tasset S","7500z","Bulldrome Hide+",4,"Bulldrome Tusk",3,"Remobra Skin",2,"Carbalite Ore",2,46,2,-2,0,-2,-1,"Male/Female","Blade",6,4,7,"OO-","SwdShrpner",2,"Guard",2,"Attack",1,"Stamina",-2,,
"Battle Coat S","7500z","Bulldrome Hide+",4,"Bulldrome Tusk",3,"Remobra Skin",2,"Carbalite Ore",2,26,4,0,2,0,0,"Male/Female","Gunner",6,4,7,"O--","Load",2,"ClustS Add",2,"Hunger",-2,"Attack",3,,
"Velociprey Tasset S","7800z","Velociprey Scl+",4,"Velociprey Hide+",5,"Earth Crystal",6,"King Scarab",4,50,1,1,-1,1,0,"Male/Female","Blade",6,4,7,"---","Torso Inc",,,,,,,,,
"Velociprey Coat S","7800z","Velociprey Scl+",4,"Velociprey Hide+",5,"Earth Crystal",6,"King Scarab",4,26,3,3,0,3,1,"Male/Female","Gunner",6,4,7,"---","Torso Inc",,,,,,,,,
"Vespoid Tasset S","7800z","Vespoid InnrWng",3,"Vespoid Carapace",3,"Vespoid Wing",4,"Killer Beetle",3,50,-6,2,2,-5,-4,"Male/Female","Blade",6,4,7,"OO-","Paralysis",3,"Poison",-2,"Everlastng",2,,,,
"Vespoid Coat S","7800z","Vespoid InnrWng",3,"Vespoid Carapace",3,"Vespoid Wing",4,"Killer Beetle",3,26,-5,5,2,-4,-3,"Male/Female","Gunner",6,4,7,"OO-","Paralysis",3,"Poison",-2,"Everlastng",2,,,,
"Hi-Metal Tasset S","7800z","Nova Crystal",1,"Carbalite Ore",3,"Machalite Ore",15,"Thunderbug Juice",3,50,-2,3,0,-2,-1,"Male/Female","Blade",6,4,7,"OO-","Defence",2,"All Resist",-2,"Gunnery",3,,,,
"Hi-Metal Coat S","7800z","Nova Crystal",1,"Carbalite Ore",3,"Machalite Ore",15,"Thunderbug Juice",3,26,0,5,0,0,0,"Male/Female","Gunner",6,4,7,"OO-","Defence",2,"All Resist",-2,"Gunnery",3,,,,
"Steel Belt S","8950z","Nova Crystal",1,"Lightcrystal",2,"Dragonite Ore",8,"Machalite Ore",12,52,2,-2,0,2,0,"Male/Female","Blade",6,4,7,"O--","Guard",2,"Map",5,"Stamina",-2,,,,
"Hornet Tasset S","8800z","HornetaurInnrWng",3,"Hornetaur Carpce",3,"Hornetaur Head",2,"Killer Beetle",3,52,-6,-5,2,-1,-5,"Male/Female","Blade",6,4,7,"OO-","Poison",-2,"Sharpness",2,"Dragon Res",3,,,,
"Hornet Coat S","8800z","HornetaurInnrWng",3,"Hornetaur Carpce",3,"Hornetaur Head",2,"Killer Beetle",3,26,-5,-3,3,2,-4,"Male/Female","Gunner",6,4,7,"OO-","Poison",-2,"PierceS Up",2,"Dragon Res",3,,,,
"Genprey Tasset S","8800z","Gendrome Tail",3,"Genprey Scale+",4,"Paralysis Sac",2,"King Scarab",4,52,2,3,-1,-2,-2,"Male/Female","Blade",6,4,7,"OO-","Paralysis",3,"Poison",-2,"Spc Attack",2,,,,
"Genprey Coat S","8800z","Gendrome Tail",3,"Genprey Scale+",4,"Paralysis Sac",2,"King Scarab",4,26,4,5,0,0,0,"Male/Female","Gunner",6,4,7,"OO-","Paralysis",3,"Poison",-2,"Spc Attack",2,,,,
"Ioprey Tasset S","8950z","Ioprey Scale+",4,"Ioprey Hide+",6,"Dragonite Ore",10,"Toxin Sac",2,52,3,-2,-1,2,1,"Male/Female","Blade",6,4,7,"OO-","Faint",-2,"Poison",3,"Defence",2,,,,
"Ioprey Coat S","8950z","Ioprey Scale+",4,"Ioprey Hide+",6,"Dragonite Ore",10,"Toxin Sac",2,28,4,0,0,3,2,"Male/Female","Gunner",6,4,7,"OO-","Faint",-2,"Poison",3,"NormalS Up",2,,,,
"Kut-Ku Tasset S","8950z","Kut-Ku Scale+",2,"Kut-Ku Carapace",3,"Stout Bone",3,,,52,2,0,-1,-2,-2,"Male/Female","Blade",6,4,7,"OO-","Attack",3,"Defence",-2,"Fire Res",2,,,,
"Kut-Ku Coat S","8950z","Kut-Ku Scale+",2,"Kut-Ku Carapace",3,"Stout Bone",3,,,28,5,3,0,1,-1,"Male/Female","Gunner",6,4,7,"OO-","Attack",3,"Defence",-2,"Fire Res",2,,,,
"Cephalos Tasset S","9000z","Cephalos Scale+",5,"Cephalos Fin+",2,"Dragonite Ore",8,"Iron Ore",20,54,-3,-4,0,2,2,"Male/Female","Blade",6,4,7,"OO-","Heat Res",3,"Cold Res",-1,"PsychicVis",3,,,,
"Cephalos Coat S","9000z","Cephalos Scale+",5,"Cephalos Fin+",2,"Dragonite Ore",8,"Iron Ore",20,28,-1,-2,1,5,3,"Male/Female","Gunner",6,4,7,"OO-","Heat Res",3,"Cold Res",-1,"PsychicVis",3,,,,
"Conga Tasset S","9000z","Congalala Pelt+",3,"Congalala Fang",3,"Bulldrome Hide+",2,"Monster Bone+",2,54,-3,2,0,2,-1,"Male/Female","Blade",6,4,7,"O--","Antiseptic",2,"Sneak",-3,"ElementAtk",2,"Gluttony",2,,
"Conga Coat S","9000z","Congalala Pelt+",3,"Congalala Fang",3,"Bulldrome Hide+",2,"Monster Bone+",2,28,-1,4,1,4,0,"Male/Female","Gunner",6,4,7,"O--","Antiseptic",2,"Sneak",-3,"NormalS Up",2,"Gluttony",2,,
"Gypceros Tasset S","9000z","Rubbery Hide+",4,"Monster Broth",2,"Antiseptic Stone",8,"Union Ore",2,54,-4,4,0,1,1,"Male/Female","Blade",6,5,7,"OO-","Poison",3,"Hunger",-2,"Stamina",2,,,,
"Gypceros Coat S","9000z","Rubbery Hide+",4,"Monster Broth",2,"Antiseptic Stone",8,"Union Ore",2,28,-1,6,0,4,3,"Male/Female","Gunner",6,5,7,"OO-","Poison",3,"Hunger",-2,"Stamina",2,,,,
"Khezu Tasset S","9100z","Pale Khezu Steak",1,"Khezu Hide - Tan",2,"Thunder Sac",2,"Lifepowder",3,56,-3,4,0,3,1,"Male/Female","Blade",6,5,7,"OO-","Faint",-2,"Rec Speed",3,"Wide Area",2,,,,
"Khezu Coat S","9100z","Pale Khezu Steak",1,"Khezu Hide - Tan",2,"Thunder Sac",2,"Lifepowder",3,28,-1,6,0,5,2,"Male/Female","Gunner",6,5,7,"O--","Faint",-2,"Rec Speed",5,"Wide Area",2,,,,
"Hermitaur Tasset S","9100z","Hermitaur Carpce",3,"Hermitaur Shell",4,"Sharp Claw",4,"Monster Bone+",1,56,-3,-4,1,3,0,"Male/Female","Blade",6,4,7,"OO-","Guard",2,"Throw",2,"Defence",2,"Stamina",-1,,
"Hermitaur Coat S","9100z","Hermitaur Carpce",3,"Hermitaur Shell",4,"Sharp Claw",4,"Monster Bone+",1,28,-1,-2,2,5,1,"Male/Female","Gunner",6,4,7,"OO-","Load",2,"CragS Add",2,"Defence",2,"All Resist",-1,,
"Hypnoc Tasset S","9100z","Hypnoc Feather",3,"Rainbow Down",3,"King Scarab",2,"Monster Broth",4,56,-2,0,1,2,1,"Male/Female","Blade",6,7,7,"OO-","Sleep",1,"Hunger",-3,"Stamina",3,,,,
"Hypnoc Coat S","9100z","Hypnoc Feather",3,"Rainbow Down",3,"King Scarab",2,"Monster Broth",4,28,0,2,2,4,3,"Male/Female","Gunner",6,7,7,"O--","Sleep",5,"Hunger",-2,"Stamina",2,,,,
"Basarios Tasset S","9100z","Basarios Carpace",4,"Carbalite Ore",7,"Dragonite Ore",8,"Genprey Hide+",3,56,0,2,-2,2,1,"Male/Female","Blade",6,5,7,"OO-","Sleep",1,"Poison",2,"Defence",2,"Dragon Res",-2,,
"Basarios Coat S","9100z","Basarios Carpace",4,"Carbalite Ore",7,"Dragonite Ore",8,"Genprey Hide+",3,28,2,4,0,4,2,"Male/Female","Gunner",6,5,7,"OO-","Sleep",1,"Poison",2,"Defence",2,"Dragon Res",-2,,
"Plesioth Tasset S","9500z","Plesioth Scale+",3,"Plesioth Fin+",1,"Union Ore",2,"Cephalos Scale+",3,58,-4,-4,0,4,2,"Male/Female","Blade",6,5,8,"O--","Hunger",-2,"Heat Res",2,"Cold Res",2,"Stamina",3,,
"Plesioth Coat S","9500z","Plesioth Scale+",3,"Plesioth Fin+",1,"Union Ore",2,"Cephalos Scale+",3,30,-2,-2,1,6,3,"Male/Female","Gunner",6,5,8,"O--","Hunger",-2,"Heat Res",2,"Cold Res",2,"Stamina",3,,
"Monoblos Coil S","9900z","Monoblos Thrcic",3,"Blood Red Horn",1,"Monoblos Carpce",3,"Hrd Monster Bone",4,60,2,-2,-1,-1,-1,"Male/Female","Blade",6,10,"8!","OO-","Attack",3,"Protection",-2,"Potential",2,,,,
"Monoblos Coat S","9900z","Monoblos Thrcic",3,"Blood Red Horn",1,"Monoblos Carpce",3,"Hrd Monster Bone",4,30,4,0,0,2,0,"Male/Female","Gunner",6,10,"8!","O--","Attack",6,"Protection",-1,"Potential",2,,,,
"Garuga Tasset S","9900z","Garuga Scale+",4,"Garuga Carapace",4,"Inferno Sac",3,"King Scarab",2,60,2,2,0,0,0,"Male/Female","Blade",6,8,8,"O--","Poison",2,"Expert",3,"HearProtct",2,"Gathering",-2,,
"Garuga Coat S","9900z","Garuga Scale+",4,"Garuga Carapace",4,"Inferno Sac",3,"King Scarab",2,30,3,3,0,2,1,"Male/Female","Gunner",6,8,8,"O--","Expert",3,"HearProtct",2,"Gathering",-2,"PoisnCtAdd",2,,
"Blango Tasset S","9900z","Blangonga Pelt+",4,"Blangonga Whiskr",1,"Brute Bone",3,"Kirin Hide",2,60,-4,0,1,2,3,"Male/Female","Blade",6,5,8,"OO-","Snow Res",2,"Attack",2,"Heat Res",-1,"Cold Res",2,,
"Blango Coat S","9900z","Blangonga Pelt+",4,"Blangonga Whiskr",1,"Brute Bone",3,"Kirin Hide",2,30,-3,1,2,4,5,"Male/Female","Gunner",6,5,8,"OO-","Snow Res",2,"Attack",2,"Heat Res",-1,"Cold Res",2,,
"Ceanataur Tasset S","10050z","Ceanataur Carpce",3,"Ceanataur Shell",4,"Fire Stone",2,"Rare Scarab",2,61,1,-1,0,2,-1,"Male/Female","Blade",6,5,8,"OO-","Artisan",2,"SwdShrpner",1,"Attack",2,"Defence",-2,,
"Ceanataur Coat S","10050z","Ceanataur Carpce",3,"Ceanataur Shell",4,"Fire Stone",2,"Rare Scarab",2,30,2,0,2,4,0,"Male/Female","Gunner",6,5,8,"OO-","PierceS Up",2,"PierceSAdd",3,"Defence",-2,,,,
"Rathian Tasset S","10250z","Rathian Ruby",1,"Rathian Carapace",2,"FireWyvern Claw",3,"Rare Scarab",3,62,2,-2,-4,0,0,"Male/Female","Blade",6,5,9,"OO-","Faint",-1,"Poison",2,"Health",4,,,,
"Rathian Coat S","10250z","Rathian Ruby",1,"Rathian Carapace",2,"FireWyvern Claw",3,"Rare Scarab",3,30,4,0,-2,2,2,"Male/Female","Gunner",6,5,9,"OO-","Faint",-1,"Poison",2,"Health",4,,,,
"Naruga Tasset S","10250z","Naruga Scale+",5,"Naruga Wing",2,"Hrd Monster Bone",2,"Monster Broth",4,62,-4,-3,0,3,2,"Male/Female","Blade",6,8,9,"OO-","Attack",-2,"Evade Inc",1,"Technique",4,,,,
"Naruga Coat S","10250z","Naruga Scale+",5,"Naruga Wing",2,"Hrd Monster Bone",2,"Monster Broth",4,30,-2,-1,1,4,3,"Male/Female","Gunner",6,8,9,"OO-","Attack",-2,"Evade Inc",3,"Technique",2,,,,
"Tigrex Tasset S","10750z","Tigrex Carapace",2,"Tigrex Scale+",4,"Tigrex Claw+",2,"Rare Scarab",3,64,3,-2,-1,2,3,"Male/Female","Blade",6,6,9,"O--","Protection",-2,"HearProtct",2,"PsychicVis",3,"Cooking",2,,
"Tigrex Coat S","10750z","Tigrex Carapace",2,"Tigrex Scale+",4,"Tigrex Claw+",2,"Rare Scarab",3,30,4,-1,0,3,4,"Male/Female","Gunner",6,6,9,"O--","Protection",-2,"HearProtct",2,"PsychicVis",3,"Cooking",2,,
"Rathalos Tasset S","10750z","Rathalos Carpace",3,"Rathalos Scale+",3,"Inferno Sac",2,"Rathalos Webbing",3,64,2,2,-4,-1,-3,"Male/Female","Blade",6,5,9,"OO-","Faint",-1,"Rec Speed",2,"Attack",4,,,,
"Rathalos Coat S","10750z","Rathalos Carpace",3,"Rathalos Scale+",3,"Inferno Sac",2,"Rathalos Webbing",3,30,4,5,-2,0,-1,"Male/Female","Gunner",6,5,9,"O--","Faint",-2,"Rec Speed",3,"Attack",4,,,,
"Diablo Coil S","10750z","Diablos Thoracic",2,"Diablos Carapace",2,"Dragonite Ore",2,"King Scarab",5,64,3,1,0,-1,-2,"Male/Female","Blade",6,6,9,"OO-","Health",-2,"Expert",3,"WindPress",2,,,,
"Diablo Coat S","10750z","Diablos Thoracic",2,"Diablos Carapace",2,"Dragonite Ore",2,"King Scarab",5,30,5,4,0,2,-1,"Male/Female","Gunner",6,6,9,"OO-","Health",-2,"Expert",3,"WindPress",2,,,,
"Gravios Tasset S","10750z","Gravios Carapace",1,"Gravios Shell",3,"Monster Bone+",3,"Gravios BrainStm",1,64,2,2,-2,-2,0,"Male/Female","Blade",6,6,9,"OO-","Guard",2,"Defence",3,"Stamina",-2,,,,
"Gravios Coat S","10750z","Gravios Carapace",1,"Gravios Shell",3,"Monster Bone+",3,"Gravios BrainStm",1,30,4,3,0,1,1,"Male/Female","Gunner",6,6,9,"O--","Recoil",2,"Defence",5,"Stamina",-2,,,,
"Leather Belt U","1350z","Giaprey Hide+",3,"Iron Ore",5,"High Quality Pelt",3,"Bulldrome Hide+",2,20,2,0,0,0,0,"Male/Female","Blade/Gunner",7,4,7,"OOO","Sneak",-1,"Gathering",2,"Alchemy",2,,,,
"Chain Belt U","1650z","Carbalite Ore",2,"Rainbow Ore",2,"Dragonite Ore",3,"Genprey Hide+",2,22,2,-2,0,2,1,"Male/Female","Blade/Gunner",7,4,7,"OO-","Backpackng",2,"Map",-1,"Whim",4,,,,
"Hunter Tasset U","5350z","King Scarab",3,"Carbalite Ore",1,"Bulldrome Hide+",2,"Black Blos Spine",3,36,0,-4,0,0,0,"Male/Female","Blade",7,4,7,"OOO","Sleep",-2,"BombStrUp",2,"PsychicVis",1,,,,
"Hunter Coat U","5350z","King Scarab",3,"Carbalite Ore",1,"Bulldrome Hide+",2,"Black Blos Spine",3,24,2,-2,0,2,2,"Male/Female","Gunner",7,4,7,"OO-","Sleep",-2,"CragS Add",2,"PsychicVis",3,,,,
"Bone Tasset U","7200z","Ioprey Hide+",3,"Master's Skull",1,"Monster Bone+",3,"Bulldrome Hide",4,42,2,-2,-2,2,-2,"Male/Female","Blade",7,4,7,"OO-","Guard",-1,"Anti-Theft",2,"Horn",2,"Fatigue",2,,
"Bone Coat U","7200z","Ioprey Hide+",3,"Monster Broth",3,"Monster Bone+",3,"Bulldrome Hide",4,24,5,0,0,5,-1,"Male/Female","Gunner",7,4,7,"OO-","Anti-Theft",2,"Precision",-2,"Fatigue",3,,,,
"Battle Tasset U","7500z","Bulldrome Hide+",4,"Stout Bone",3,"Remobra Skin",2,"Rainbow Ore",3,44,2,-2,0,-2,-1,"Male/Female","Blade",7,4,7,"OOO","Guard",2,"Defence",1,"Stamina",-2,,,,
"Battle Coat U","7500z","Bulldrome Hide+",4,"Stout Bone",3,"Remobra Skin",2,"Rainbow Ore",3,24,4,0,2,0,0,"Male/Female","Gunner",7,4,7,"OO-","Load",2,"Defence",3,"All Resist",-2,,,,
"Giaprey Tasset U","7500z","Giaprey Scale+",4,"Giaprey Hide+",4,"Black Blos Shell",1,"Dragonite Ore",4,44,0,1,-1,1,3,"Male/Female","Blade",7,4,7,"OOO","Snow Res",1,"Fire Res",-2,"Evade",2,,,,
"Giaprey Coat U","7500z","Giaprey Scale+",4,"Giaprey Hide+",4,"Black Blos Shell",1,"Dragonite Ore",4,24,1,3,0,3,4,"Male/Female","Gunner",7,4,7,"OO-","Snow Res",3,"Fire Res",-2,"Evade",2,,,,
"Vespoid Tasset U","7800z","Vespoid InnrWng",3,"Vespoid Carapace",3,"Rainbow Insect",2,"Fire Stone",1,48,-6,2,2,-5,-4,"Male/Female","Blade",7,4,7,"OO-","Sleep",3,"Spc Attack",2,"Water Res",-2,,,,
"Vespoid Coat U","7800z","Vespoid InnrWng",3,"Vespoid Carapace",3,"Rainbow Insect",2,"Fire Stone",1,24,-5,5,2,-4,-3,"Male/Female","Gunner",7,4,7,"OO-","Sleep",3,"Spc Attack",2,"Water Res",-2,,,,
"Hi-Metal Tasset U","7800z","Basarios Tears",1,"Carbalite Ore",3,"Machalite Ore",10,"Thunderbug Juice",3,48,-2,3,0,-2,-1,"Male/Female","Blade",7,5,7,"OOO","ElementAtk",1,"Protection",2,"Stamina",-2,,,,
"Hi-Metal Coat U","7800z","Basarios Tears",1,"Carbalite Ore",3,"Machalite Ore",10,"Thunderbug Juice",3,24,0,5,0,0,0,"Male/Female","Gunner",7,5,7,"OO-","ElementAtk",3,"Protection",2,"Stamina",-2,,,,
"Steel Belt U","8950z","Nova Crystal",1,"Rainbow Ore",3,"Lightcrystal",2,"Dragonite Ore",12,50,2,-2,0,2,0,"Male/Female","Blade",7,4,7,"OO-","Guard",2,"PsychicVis",3,"Stamina",-2,,,,
"Hornet Tasset U","8800z","HornetaurInnrWng",3,"Hornetaur Carpce",3,"Rainbow Insect",2,"Congalala Claw+",1,50,-6,-5,2,-1,-5,"Male/Female","Blade",7,4,7,"O--","Protection",-3,"HearProtct",4,"Gathering",2,,,,
"Hornet Coat U","8800z","HornetaurInnrWng",3,"Hornetaur Carpce",3,"Rainbow Insect",2,"Congalala Claw+",1,24,-5,-3,3,2,-4,"Male/Female","Gunner",7,4,7,"O--","Protection",-3,"HearProtct",4,"Gathering",2,,,,
"Genprey Tasset U","8800z","Genprey Scale+",6,"Rainbow Insect",2,"Genprey Hide+",9,"Killer Beetle",3,50,2,3,-1,-2,-2,"Male/Female","Blade",7,4,7,"OOO","Paralysis",1,"Ice Res",-2,"Fate",2,,,,
"Genprey Coat U","8800z","Genprey Scale+",6,"Rainbow Insect",2,"Genprey Hide+",9,"Killer Beetle",3,24,4,5,0,0,0,"Male/Female","Gunner",7,4,7,"OO-","Paralysis",3,"Ice Res",-2,"Fate",2,,,,
"Ioprey Tasset U","8950z","Ioprey Scale+",6,"Rainbow Insect",3,"Flabby Hide",3,"Rubbery Hide+",2,50,3,-2,-1,2,1,"Male/Female","Blade",7,5,7,"OOO","Poison",1,"ThunderRes",-2,"Recovery",2,,,,
"Ioprey Coat U","8950z","Ioprey Scale+",6,"Rainbow Insect",3,"Flabby Hide",3,"Rubbery Hide+",2,26,4,0,0,3,2,"Male/Female","Gunner",7,5,7,"OO-","Poison",3,"ThunderRes",-2,"Recovery",2,,,,
"Kut-Ku Tasset U","8950z","Blue Kut-Ku Scl+",2,"Blue Kut-Ku Cpc",3,"Bulldrome Hide+",1,"Monster Bone+",3,50,2,0,-1,-2,-2,"Male/Female","Blade",7,4,8,"OO-","Health",-2,"Expert",3,"ElementAtk",2,,,,
"Kut-Ku Coat U","8950z","Blue Kut-Ku Scl+",2,"Blue Kut-Ku Cpc",3,"Bulldrome Hide+",1,"Monster Bone+",3,26,5,3,0,1,-1,"Male/Female","Gunner",7,4,8,"OO-","Health",-2,"Expert",3,"ElementAtk",2,,,,
"Cephalos Tasset U","9000z","Coral Cphlos Scl",1,"Coral Cphlos Fin",4,"Machalite Ore",10,"Iron Ore",15,52,-3,-4,0,2,2,"Male/Female","Blade",7,4,7,"OOO","Hunger",2,"Heat Res",2,"Cold Res",-1,,,,
"Cephalos Coat U","9000z","Coral Cphlos Scl",1,"Coral Cphlos Fin",4,"Machalite Ore",10,"Iron Ore",15,26,-1,-2,1,5,3,"Male/Female","Gunner",7,4,7,"OO-","Hunger",4,"Heat Res",2,"Cold Res",-1,,,,
"Conga Tasset U","9000z","Congalala Pelt+",3,"Congalala Fang",3,"Remobra Skin",4,"Monster Bone+",2,52,-3,2,0,2,-1,"Male/Female","Blade",7,4,7,"OO-","BombStrUp",2,"Hunger",-3,"Potential",2,,,,
