"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Volganos Greaves","5800z","Lava Ticket",1,"Volganos Thk Scl",3,"Volganos Hvy Cpc",2,"Machalite Ore",10,40,4,0,1,-3,0,"Male/Female","Blade",5,"7!","10","O--","Faint",-2,"Rec Speed",2,"Guard",2,"Terrain",3,,
"Volganos Leggings","5800z","Lava Ticket",1,"Volganos Thk Scl",3,"Volganos Hvy Cpc",2,"Machalite Ore",10,20,5,2,2,-1,2,"Male/Female","Gunner",5,"7!","10","O--","Faint",-2,"Guard",2,"Recoil",2,"Terrain",3,,
"Mizuha Leg Wrap","9000z","Chameleos Hide",2,"ChameleosWebbing",1,"Flabby Hide",2,"Black Pearl",5,40,-4,0,-1,3,4,"Male/Female","Blade",5,"3","5","O--","HearProtct",2,"WindPress",4,"Terrain",-3,,,,
"Extravagant Trousers","9000z","Chameleos Hide",2,"ChameleosWebbing",1,"Alluring Hide",2,"Black Pearl",5,20,-3,1,0,4,5,"Male/Female","Gunner",5,"3","5","O--","HearProtct",2,"WindPress",4,"Terrain",-3,,,,
"Kushala Crus","9300z","Daora Shell",3,"DaoraDragonScale",4,"Daora Claw",1,"Dragonite Ore",3,42,0,-2,-3,2,4,"Male/Female","Blade",5,"3","4","O--","Poison",-3,"Terrain",4,"Fast Chrge",2,,,,
"Kushala Shank","9300z","Daora Shell",3,"DaoraDragonScale",4,"Daora Claw",1,"Dragonite Ore",3,21,2,-2,-2,3,5,"Male/Female","Gunner",5,"3","4","O--","Poison",-3,"Terrain",4,"Fast Chrge",2,,,,
"Kirin Leg Guards","9800z","Kirin Hide",1,"Flabby Hide",2,"Rubbery Hide",3,"Electro Sac",3,44,0,4,-1,2,0,"Male/Female","Blade",5,"3","5","O--","ElementAtk",2,"All Resist",3,"PsychicVis",2,"Everlastng",-2,,
"Kirin Boots","9800z","Kirin Hide",1,"Flabby Hide",2,"Rubbery Hide",3,"Electro Sac",3,22,1,6,0,4,1,"Male/Female","Gunner",5,"3","5","O--","ElementAtk",2,"All Resist",3,"PsychicVis",2,"Everlastng",-2,,
"GuardianSpirit Boots","9800z","Dragonwood",1,"Dragonmoss",3,"Elder Drgn Bone",5,"Pokke Ticket",1,44,2,0,-2,2,-2,"Male/Female","Blade",5,"3","4","O--","Fencing",2,"Protection",1,"All Resist",4,"Potential",-2,,
"Carnage Boots","9800z","Dragonwood",1,"Dragonmoss",3,"Elder Drgn Bone",5,"Pokke Ticket",1,22,3,2,-1,4,-1,"Male/Female","Gunner",5,"3","4","O--","Protection",1,"All Resist",4,"Potential",-2,"Loading",2,,
"Auroros Pants","9800z","Lao-Shan's Scale",5,"DaoraDragonScale",1,"Rathian Spike",2,"Commendation",1,44,-2,0,-4,2,2,"Male","Blade",5,"3","6","OO-","Rec Speed",2,"Guard",3,"PsychicVis",1,"Stamina",-1,,
"Genesis Pants","9800z","Lao-Shan's Scale",5,"DaoraDragonScale",1,"Rathian Spike",2,"Commendation",1,22,1,2,-2,3,3,"Male","Gunner",5,"3","6","O--","Rec Speed",2,"Load",3,"NormalSAdd",3,"Hunger",-1,,
"Borealis Pants","9800z","Lao-Shan's Scale",5,"DaoraDragonScale",1,"Rathian Spike",2,"Commendation",1,44,-2,0,-4,2,2,"Female","Blade",5,"3","6","OO-","Rec Speed",2,"Guard",3,"PsychicVis",1,"Stamina",-1,,
"Glyph Pants","9800z","Lao-Shan's Scale",5,"DaoraDragonScale",1,"Rathian Spike",2,"Commendation",1,22,1,2,-2,3,3,"Female","Gunner",5,"3","6","O--","Rec Speed",2,"Load",3,"NormalSAdd",3,"Hunger",-1,,
"Red Borealis Pants","9800z","Lao-Shan's Scale",5,"Fire Drgn Wbng",1,"Rathian Spike",2,"Commendation",1,44,2,0,-4,-2,0,"Female","Blade",5,"3","6","O--","Rec Speed",4,"PsychicVis",5,,,,,,
"Red Glyph Pants","9800z","Lao-Shan's Scale",5,"Fire Drgn Wbng",1,"Rathian Spike",2,"Commendation",1,22,3,2,-2,1,1,"Female","Gunner",5,"3","6","O--","Rec Speed",4,"NormalSAdd",5,,,,,,
"Empress Greaves","11625z","Lunastra Shell",4,"Fire Drgn Wbng",2,"Fire Dragon Claw",2,"Fire Stone",1,46,5,0,-2,-1,0,"Male/Female","Blade",5,"10","5!","O--","Expert",2,"Guard",3,"Anti-Theft",2,"Cold Res",-2,,
"Empress Leggings","11625z","Lunastra Shell",4,"Fire Drgn Wbng",2,"Fire Dragon Claw",2,"Fire Stone",1,23,6,2,-1,1,0,"Male/Female","Gunner",5,"10","5!","O--","Expert",3,"Guard Up",1,"Anti-Theft",3,"Cold Res",-2,,
"Indra Leggings","13500z","Gaoren Shell",2,"Gaoren Spine",1,"DaoraDragonScale",2,"Dragonite Ore",3,48,-2,2,-2,3,2,"Male/Female","Blade",5,"3","6","O--","Guard",3,"Fate",2,"Cooking",-2,"Quake Res",2,,
"Steadfast Boots","13500z","Gaoren Shell",2,"Gaoren Spine",1,"DaoraDragonScale",2,"Dragonite Ore",3,24,0,3,-1,5,3,"Male/Female","Gunner",5,"3","6","O--","Load",-1,"Recoil",2,"Fate",2,"Cooking",-2,"Quake Res",2
"Kaiser Greaves","13500z","Teostra Shell",3,"Fire Drgn Wbng",2,"Fire Stone",2,"ElderDragonBlood",1,48,5,0,-2,-1,0,"Male/Female","Blade",5,"3","6","O--","Expert",3,"Cold Res",-3,"Fatigue",3,,,,
"Kaiser Leggings","13500z","Teostra Shell",3,"Fire Drgn Wbng",2,"Fire Stone",2,"ElderDragonBlood",1,24,6,2,-1,1,0,"Male/Female","Gunner",5,"3","6","O--","Expert",3,"Cold Res",-3,"Fatigue",3,,,,
"Red Lobster Greaves","4150z","King Lobster Shl",1,"Sm Lobstershell",1,"Famitsu Ticket",1,,,32,3,-2,0,0,1,"Male/Female","Blade",5,"6","5","OO-","Sneak",-2,"Fishing",2,"Evade",1,"BBQ",2,,
"RedLobster Leggings","4150z","King Lobster Shl",1,"Sm Lobstershell",1,"Famitsu Ticket",1,,,15,3,0,1,0,1,"Male/Female","Gunner",5,"6","5","OO-","Sneak",-2,"Fishing",2,"Evade",1,"BBQ",2,,
"Monodevil Greaves","5900z","Wht Monoblos Hrn",1,"Wht Monoblos Spn",2,"Wht Monoblos Shl",4,"Hercudrome",3,34,2,-2,-1,-1,-1,"Male/Female","Blade",5,"10","4!","O--","Artisan",1,"Expert",2,"Protection",-2,"Potential",4,,
"Monodevil Leggings","5900z","Wht Monoblos Hrn",1,"Wht Monoblos Spn",2,"Wht Monoblos Shl",4,"Hercudrome",3,16,4,0,0,2,0,"Male/Female","Gunner",5,"10","4!","O--","Expert",2,"Protection",-2,"Potential",4,"Loading",1,,
"Rathian HeartGreaves","6400z","Pnk Rathian Shl",2,"Pnk Rathian Scl",4,"Monster Bone+",1,"Dragonite Ore",3,36,2,-2,-4,0,0,"Male/Female","Blade",5,"3","6","OO-","Antiseptic",1,"Sneak",-1,"Whim",3,"Recovery",2,,
"RathianHeartLeggings","6400z","Pnk Rathian Shl",2,"Pnk Rathian Scl",4,"Monster Bone+",1,"Dragonite Ore",3,16,4,0,-2,2,2,"Male/Female","Gunner",5,"3","6","OO-","Antiseptic",2,"Sneak",-2,"Whim",3,"Recovery",2,,
"Rathalos SoulGreaves","6900z","Azre Rathlos Shl",3,"Azr Rathlos Scl",3,"FireWyvern Claw",2,"Lg Monster Bone",2,38,2,2,-4,-1,0,"Male/Female","Blade",5,"3","6","OO-","Expert",1,"Attack",3,"Protection",-1,"HearProtct",2,,
"RathalosSoulLeggings","6900z","Azre Rathlos Shl",3,"Azr Rathlos Scl",3,"FireWyvern Claw",2,"Lg Monster Bone",2,18,4,5,-2,2,1,"Male/Female","Gunner",5,"3","6","O--","Expert",1,"Attack",3,"Protection",-2,"HearProtct",3,,
"Mafumofu Boots S","1150z","High Quality Pelt",2,"Blango Pelt+",1,"Rainbow Insect",1,"Bulldrome Hide+",2,20,0,0,0,0,3,"Male/Female","Blade/Gunner",6,"4","7","O--","Protection",3,"Heat Res",-2,"Cold Res",4,,,,
"Green Pants S","1350z","Carbalite Ore",1,"Machalite Ore",7,"Kelbi Hide",1,"Stout Bone",1,22,2,0,0,0,0,"Male/Female","Blade/Gunner",6,"4","7","---","Backpackng",6,"Gathering",5,,,,,,
"Blue Pants S","1650z","Carbalite Ore",2,"Dragonite Ore",2,"Velociprey Hide+",4,,,24,2,-2,0,2,1,"Male/Female","Blade/Gunner",6,"4","7","O--","Paralysis",-1,"Health",4,"Map",2,"Whim",2,,
"Hunter Greaves S","5350z","Carbalite Ore",4,"Dragonite Ore",3,"Lg Monster Bone",2,"Ioprey Hide+",5,38,0,-4,0,0,0,"Male/Female","Blade",6,"4","7","O--","Faint",-2,"Rec Speed",2,"Attack",2,"PsychicVis",3,,
"Hunter Leggings S","5350z","Carbalite Ore",4,"Dragonite Ore",3,"Lg Monster Bone",2,"Ioprey Hide+",5,26,2,-2,0,2,2,"Male/Female","Gunner",6,"4","7","O--","Faint",-2,"Rec Speed",2,"Attack",2,"PsychicVis",3,,
"Bone Greaves S","7200z","Bulldrome Hide+",4,"King Scarab",2,"Giant Bone",4,"Monster Bone+",1,44,2,-2,-2,2,-2,"Male/Female","Blade",6,"4","7","O--","Anti-Theft",2,"Map",-2,"Cooking",2,"Horn",3,,
"Bone Leggings S","7200z","Bulldrome Hide+",4,"King Scarab",2,"Giant Bone",4,"Monster Bone+",1,26,5,0,0,5,-1,"Male/Female","Gunner",6,"4","7","O--","Anti-Theft",2,"Map",-2,"Fishing",3,"Cooking",2,,
"Battle Greaves S","7500z","Bulldrome Hide+",3,"Rathian Shell",2,"Conga Pelt+",4,"Dragonite Ore",3,46,2,-2,0,-2,-1,"Male/Female","Blade",6,"4","7","O--","SwdShrpner",2,"Guard",2,"Attack",3,"Stamina",-2,,
"Battle Leggings S","7500z","Bulldrome Hide+",3,"Rathian Shell",2,"Conga Pelt+",4,"Dragonite Ore",3,26,4,0,2,0,0,"Male/Female","Gunner",6,"4","7","OO-","Load",2,"ClustS Add",2,"Hunger",-2,"Attack",1,,
"Velociprey Greaves S","7800z","Velociprey Scl+",3,"Velociprey Hide+",3,"Machalite Ore",12,"Monster Bone+",1,50,1,1,-1,1,0,"Male/Female","Blade",6,"4","7","OO-","Paralysis",-2,"Faint",3,"SwdShrpner",2,,,,
"Velociprey LeggingsS","7800z","Velociprey Scl+",3,"Velociprey Hide+",3,"Machalite Ore",12,"Monster Bone+",1,26,3,3,0,3,1,"Male/Female","Gunner",6,"4","7","OO-","Paralysis",-2,"Faint",3,"PelletS Up",2,,,,
"Vespoid Greaves S","7800z","Vespoid InnrWng",2,"Vespoid Carapace",3,"Vespoid Wing",4,"King Scarab",2,50,-6,2,2,-5,-4,"Male/Female","Blade",6,"4","7","OO-","Paralysis",3,"Poison",-2,"Everlastng",2,,,,
"Vespoid Leggings S","7800z","Vespoid InnrWng",2,"Vespoid Carapace",3,"Vespoid Wing",4,"King Scarab",2,26,-5,5,2,-4,-3,"Male/Female","Gunner",6,"4","7","OO-","Paralysis",3,"Poison",-2,"Everlastng",2,,,,
"Hi-Metal Greaves S","7800z","Carbalite Ore",4,"Lightcrystal",1,"Dragonite Ore",10,"Velociprey Hide+",4,50,-2,3,0,-2,-1,"Male/Female","Blade",6,"4","7","OO-","Defence",2,"All Resist",-2,"Gunnery",3,,,,
"Hi-Metal Leggings S","7800z","Carbalite Ore",4,"Lightcrystal",1,"Dragonite Ore",10,"Velociprey Hide+",4,26,0,5,0,0,0,"Male/Female","Gunner",6,"4","7","OO-","Defence",2,"All Resist",-2,"Gunnery",3,,,,
"Hornet Greaves S","8800z","HornetaurInnrWng",2,"Hornetaur Carpce",3,"Hornetaur Wing",2,"King Scarab",2,52,-6,-5,2,-1,-5,"Male/Female","Blade",6,"4","7","O--","Poison",-3,"Sharpness",2,"SwdShrpner",1,"Dragon Res",3,,
"Hornet Leggings S","8800z","HornetaurInnrWng",2,"Hornetaur Carpce",3,"Hornetaur Wing",2,"King Scarab",2,26,-5,-3,3,2,-4,"Male/Female","Gunner",6,"4","7","O--","Poison",-3,"PierceS Up",2,"Dragon Res",3,"Precision",1,,
"Genprey Greaves S","8800z","Genprey Scale+",4,"Genprey Hide+",6,"Carbalite Ore",5,"Monster Bone+",3,52,2,3,-1,-2,-2,"Male/Female","Blade",6,"4","7","OO-","Paralysis",3,"Poison",-2,"Spc Attack",2,,,,
"Genprey Leggings S","8800z","Genprey Scale+",4,"Genprey Hide+",6,"Carbalite Ore",5,"Monster Bone+",3,26,4,5,0,0,0,"Male/Female","Gunner",6,"4","7","OO-","Paralysis",3,"Poison",-2,"Spc Attack",2,,,,
"Ioprey Greaves S","8950z","Ioprey Scale+",4,"Ioprey Hide+",6,"Carbalite Ore",6,"Monster Bone+",3,52,3,-2,-1,2,1,"Male/Female","Blade",6,"4","7","---","Torso Inc",,,,,,,,,
"Ioprey Leggings S","8950z","Ioprey Scale+",4,"Ioprey Hide+",6,"Carbalite Ore",6,"Monster Bone+",3,28,4,0,0,3,2,"Male/Female","Gunner",6,"4","7","---","Torso Inc",,,,,,,,,
"Kut-Ku Greaves S","8950z","Long Kut-Ku Ear",1,"Kut-Ku Carapace",2,"Kut-Ku Webbing",2,"Giaprey Hide+",4,52,2,0,-1,-2,-2,"Male/Female","Blade",6,"4","7","OO-","Attack",3,"Defence",-2,"Fire Res",2,,,,
"Kut-Ku Leggings S","8950z","Long Kut-Ku Ear",1,"Kut-Ku Carapace",2,"Kut-Ku Webbing",2,"Giaprey Hide+",4,28,5,3,0,1,-1,"Male/Female","Gunner",6,"4","7","OO-","Attack",3,"Defence",-2,"Fire Res",2,,,,
"Cephalos Greaves S","9000z","Cephalos Scale+",5,"Cephalos Fin+",4,"Nova Crystal",2,"Mega Armorskin",2,54,-3,-4,0,2,2,"Male/Female","Blade",6,"4","7","OO-","Heat Res",3,"Cold Res",-1,"PsychicVis",3,,,,
"Cephalos Leggings S","9000z","Cephalos Scale+",5,"Cephalos Fin+",4,"Nova Crystal",2,"Mega Armorskin",2,28,-1,-2,1,5,3,"Male/Female","Gunner",6,"4","7","OO-","Heat Res",3,"Cold Res",-1,"PsychicVis",3,,,,
"Conga Greaves S","9000z","Congalala Pelt+",3,"Bulldrome Hide+",2,"Stout Bone",2,"Dragonite Ore",4,54,-3,2,0,2,-1,"Male/Female","Blade",6,"4","7","O--","Antiseptic",2,"Sneak",-2,"ElementAtk",2,"Gluttony",3,,
"Conga Leggings S","9000z","Congalala Pelt+",3,"Bulldrome Hide+",2,"Stout Bone",2,"Dragonite Ore",4,28,-1,4,1,4,0,"Male/Female","Gunner",6,"4","7","O--","Antiseptic",2,"Sneak",-2,"NormalS Up",2,"Gluttony",3,,
"Gypceros Greaves S","9000z","Rubbery Hide+",4,"Monster Broth",2,"Antiseptic Stone",10,"Remobra Skin+",5,54,-4,4,0,1,1,"Male/Female","Blade",6,"5","7","OO-","Poison",3,"Hunger",-2,"Stamina",2,,,,
"Gypceros Leggings S","9000z","Rubbery Hide+",4,"Monster Broth",2,"Antiseptic Stone",10,"Remobra Skin+",5,28,-1,6,0,4,3,"Male/Female","Gunner",6,"5","7","OO-","Poison",3,"Hunger",-2,"Stamina",2,,,,
"Khezu Greaves S","9100z","Khezu Hide - Tan",3,"Carbalite Ore",3,"King Scarab",4,"Lifepowder",3,56,-3,4,0,3,1,"Male/Female","Blade",6,"5","7","O--","Faint",-2,"Rec Speed",5,"Wide Area",2,,,,
"Khezu Leggings S","9100z","Khezu Hide - Tan",3,"Carbalite Ore",3,"King Scarab",4,"Lifepowder",3,28,-1,6,0,5,2,"Male/Female","Gunner",6,"5","7","O--","Faint",-2,"Rec Speed",5,"Wide Area",2,,,,
"Hermitaur Greaves S","9100z","Hermitaur Claw+",3,"Hermitaur Carpce",1,"Bulldrome Hide+",2,"Dragonite Ore",4,56,-3,-4,1,3,0,"Male/Female","Blade",6,"4","7","OO-","Guard",2,"Throw",2,"Defence",2,"Stamina",-1,,
"Hermitaur Leggings S","9100z","Hermitaur Claw+",3,"Hermitaur Carpce",1,"Bulldrome Hide+",2,"Dragonite Ore",4,28,-1,-2,2,5,1,"Male/Female","Gunner",6,"4","7","OO-","Load",2,"CragS Add",2,"Defence",2,"All Resist",-1,,
"Hypnoc Greaves S","9100z","Hypnoc Feather",4,"Hypnoc Claw+",3,"Sleep Sac",2,"Cephalos Scale+",2,56,-2,0,1,2,1,"Male/Female","Blade",6,"7","7","O--","Sleep",5,"Hunger",-2,"Stamina",2,,,,
"Hypnoc Leggings S","9100z","Hypnoc Feather",4,"Hypnoc Claw+",3,"Sleep Sac",2,"Cephalos Scale+",2,28,0,2,2,4,3,"Male/Female","Gunner",6,"7","7","O--","Sleep",5,"Hunger",-2,"Stamina",2,,,,
"Basarios Greaves S","9100z","Basarios Carpace",3,"Carbalite Ore",5,"Toxin Sac",3,"Genprey Hide+",5,56,0,2,-2,2,1,"Male/Female","Blade",6,"5","7","OO-","Sleep",1,"Poison",2,"Defence",2,"Dragon Res",-2,,
"Basarios Leggings S","9100z","Basarios Carpace",3,"Carbalite Ore",5,"Toxin Sac",3,"Genprey Hide+",5,28,2,4,0,4,2,"Male/Female","Gunner",6,"5","7","O--","Sleep",3,"Poison",2,"Defence",2,"Dragon Res",-2,,
"Plesioth Greaves S","9500z","Plesioth Scale+",4,"Plesioth Fin+",2,"Carbalite Ore",3,"Cephalos Scale+",1,58,-4,-4,0,4,2,"Male/Female","Blade",6,"5","8","O--","Hunger",-2,"Heat Res",2,"Cold Res",2,"Stamina",3,,
"Plesioth Leggings S","9500z","Plesioth Scale+",4,"Plesioth Fin+",2,"Carbalite Ore",3,"Cephalos Scale+",1,30,-2,-2,1,6,3,"Male/Female","Gunner",6,"5","8","O--","Hunger",-2,"Heat Res",2,"Cold Res",2,"Stamina",3,,
"Monoblos Greaves S","9900z","Monoblos Thrcic",2,"Majestic Red Hrn",2,"Monoblos Carpce",4,"Rare Scarab",3,60,2,-2,-1,-1,-1,"Male/Female","Blade",6,"10","8!","O--","Attack",6,"Protection",-1,"Potential",2,,,,
"Monoblos Leggings S","9900z","Monoblos Thrcic",2,"Majestic Red Hrn",2,"Monoblos Carpce",4,"Rare Scarab",3,30,4,0,0,2,0,"Male/Female","Gunner",6,"10","8!","O--","Attack",6,"Protection",-1,"Potential",2,,,,
"Garuga Greaves S","9900z","Garuga Scale+",5,"Garuga Carapace",3,"Garuga Wing",2,"Hercudrome",4,60,2,2,0,0,0,"Male/Female","Blade",6,"8","8","OO-","Poison",3,"HearProtct",2,"Gathering",-2,,,,
"Garuga Leggings S","9900z","Garuga Scale+",5,"Garuga Carapace",3,"Garuga Wing",2,"Hercudrome",4,30,3,3,0,2,1,"Male/Female","Gunner",6,"8","8","OO-","HearProtct",2,"Gathering",-2,"PoisnCtAdd",3,,,,
"Blango Greaves S","9900z","Blangonga Pelt+",3,"Blango Pelt+",5,"Hrd Monster Bone",1,"High Quality Pelt",2,60,-4,0,1,2,3,"Male/Female","Blade",6,"5","8","OO-","Snow Res",2,"Attack",2,"Heat Res",-1,"Cold Res",2,,
"Blango Leggings S","9900z","Blangonga Pelt+",3,"Blango Pelt+",5,"Hrd Monster Bone",1,"High Quality Pelt",2,30,-3,1,2,4,5,"Male/Female","Gunner",6,"5","8","OO-","Snow Res",2,"Attack",2,"Heat Res",-1,"Cold Res",2,,
"Ceanataur Greaves S","10050z","Ceanataur Carpce",2,"Ceanataur Leg",3,"Firecell Stone",1,"Rare Scarab",2,61,1,-1,0,2,-1,"Male/Female","Blade",6,"5","8","OO-","Artisan",2,"SwdShrpner",1,"Attack",2,"Defence",-2,,
"Ceanataur Leggings S","10050z","Ceanataur Carpce",2,"Ceanataur Leg",3,"Firecell Stone",1,"Rare Scarab",2,30,2,0,2,4,0,"Male/Female","Gunner",6,"5","8","OO-","PierceS Up",2,"PierceSAdd",3,"Defence",-2,,,,
"Rathian Greaves S","10250z","Rathian Carapace",2,"Rathian Scale+",3,"Inferno Sac",2,"Carbalite Ore",3,62,2,-2,-4,0,0,"Male/Female","Blade",6,"5","9","OO-","Faint",-1,"Poison",2,"Health",4,,,,
"Rathian Leggings S","10250z","Rathian Carapace",2,"Rathian Scale+",3,"Inferno Sac",2,"Carbalite Ore",3,30,4,0,-2,2,2,"Male/Female","Gunner",6,"5","9","O--","Faint",-2,"Poison",3,"Health",4,,,,
"Naruga Greaves S","10250z","Naruga Pelt",4,"Naruga Scale+",3,"Naruga Fang+",4,"Remobra Skin+",4,62,-4,-3,0,3,2,"Male/Female","Blade",6,"8","9","OO-","Attack",-2,"Evade Inc",1,"Technique",4,,,,
"Naruga Leggings S","10250z","Naruga Pelt",4,"Naruga Scale+",3,"Naruga Fang+",4,"Remobra Skin+",4,30,-2,-1,1,4,3,"Male/Female","Gunner",6,"8","9","OO-","Attack",-2,"Evade Inc",3,"Technique",2,,,,
"Tigrex Greaves S","10750z","Tigrex Carapace",2,"Tigrex Scale+",3,"Tigrex Claw+",3,"King Scarab",6,64,3,-2,-1,2,3,"Male/Female","Blade",6,"6","9","OO-","Protection",-2,"HearProtct",2,"PsychicVis",1,"Cooking",2,,
"Tigrex Leggings S","10750z","Tigrex Carapace",2,"Tigrex Scale+",3,"Tigrex Claw+",3,"King Scarab",6,30,4,-1,0,3,4,"Male/Female","Gunner",6,"6","9","OO-","Protection",-2,"HearProtct",2,"PsychicVis",1,"Cooking",2,,
"Rathalos Greaves S","10750z","Rathalos Ruby",1,"Rathalos Carpace",4,"Rathalos Webbing",4,"King Scarab",6,64,2,2,-4,-1,-3,"Male/Female","Blade",6,"5","9","OO-","Faint",-1,"Rec Speed",2,"Attack",4,,,,
"Rathalos Leggings S","10750z","Rathalos Ruby",1,"Rathalos Carpace",4,"Rathalos Webbing",4,"King Scarab",6,30,4,5,-2,0,-1,"Male/Female","Gunner",6,"5","9","OO-","Faint",-1,"Rec Speed",2,"Attack",4,,,,
"Diablo Greaves S","10750z","Diablos Carapace",3,"Diablos Thoracic",2,"Carbalite Ore",4,"Union Ore",2,64,3,1,0,-1,-2,"Male/Female","Blade",6,"6","9","OO-","Health",-2,"Expert",3,"WindPress",2,,,,
"Diablo Leggings S","10750z","Diablos Carapace",3,"Diablos Thoracic",2,"Carbalite Ore",4,"Union Ore",2,30,5,4,0,2,-1,"Male/Female","Gunner",6,"6","9","O--","Health",-3,"Expert",4,"WindPress",2,,,,
"Gravios Greaves S","10750z","Gravios Carapace",2,"Gravios Shell",6,"Hrd Monster Bone",2,"Rare Scarab",2,64,2,2,-2,-2,0,"Male/Female","Blade",6,"6","9","O--","Guard",2,"Defence",4,"Stamina",-3,,,,
"Gravios Leggings S","10750z","Gravios Carapace",2,"Gravios Shell",6,"Hrd Monster Bone",2,"Rare Scarab",2,30,4,3,0,1,1,"Male/Female","Gunner",6,"6","9","O--","Recoil",2,"Defence",4,"Stamina",-3,,,,
"Cream Pants","1350z","Giaprey Hide+",4,"Iron Ore",5,"Blango Pelt+",3,"Bulldrome Hide+",3,20,2,0,0,0,0,"Male/Female","Blade/Gunner",7,"4","7","OOO","Sneak",-1,"Gathering",2,"Alchemy",2,,,,
"Coffee Pants","1650z","Carbalite Ore",1,"Rainbow Ore",3,"Dragonite Ore",2,"Genprey Hide+",4,22,2,-2,0,2,1,"Male/Female","Blade/Gunner",7,"4","7","OO-","Backpackng",2,"Map",-1,"Whim",4,,,,
"Hunter Greaves U","5350z","King Scarab",4,"Carbalite Ore",2,"Remobra Skin",3,"Blk Gravios Shl",3,36,0,-4,0,0,0,"Male/Female","Blade",7,"4","7","OO-","Sleep",-2,"BombStrUp",2,"PsychicVis",3,,,,
"Hunter Leggings U","5350z","King Scarab",4,"Carbalite Ore",2,"Remobra Skin",3,"Blk Gravios Shl",3,24,2,-2,0,2,2,"Male/Female","Gunner",7,"4","7","OO-","Sleep",-2,"CragS Add",2,"PsychicVis",3,,,,
"Bone Greaves U","7200z","Ioprey Hide+",2,"Hrd Monster Bone",1,"Blood Red Horn",2,"King Scarab",2,42,2,-2,-2,2,-2,"Male/Female","Blade",7,"4","7","OO-","Guard",-1,"Anti-Theft",2,"Horn",2,"Fatigue",2,,
"Bone Leggings U","7200z","Ioprey Hide+",2,"Hrd Monster Bone",1,"Blood Red Horn",2,"King Scarab",2,24,5,0,0,5,-1,"Male/Female","Gunner",7,"4","7","OO-","Anti-Theft",2,"Precision",-2,"Fatigue",3,,,,
"Battle Greaves U","7500z","Bulldrome Hide+",3,"Ioprey Hide+",3,"Conga Pelt+",3,"Carbalite Ore",4,44,2,-2,0,-2,-1,"Male/Female","Blade",7,"4","7","OO-","Guard",2,"Defence",3,"Stamina",-2,,,,
"Battle Leggings U","7500z","Bulldrome Hide+",3,"Genprey Hide+",3,"Blango Pelt+",3,"Carbalite Ore",4,24,4,0,2,0,0,"Male/Female","Gunner",7,"4","7","OOO","Load",2,"Defence",1,"All Resist",-2,,,,
"Giaprey Greaves U","7500z","Giaprey Scale+",3,"Giaprey Hide+",5,"Blk Gravios Shl",2,"King Scarab",3,44,0,1,-1,1,3,"Male/Female","Blade",7,"4","7","OO-","Snow Res",3,"Fire Res",-2,"Evade",2,,,,
"Giaprey Leggings U","7500z","Giaprey Scale+",3,"Giaprey Hide+",5,"Blk Gravios Shl",2,"King Scarab",3,24,1,3,0,3,4,"Male/Female","Gunner",7,"4","7","OO-","Snow Res",3,"Fire Res",-2,"Evade",2,,,,
"Vespoid Greaves U","7800z","Vespoid InnrWng",2,"Vespoid Carapace",3,"Rainbow Insect",2,"Hercudrome",4,48,-6,2,2,-5,-4,"Male/Female","Blade",7,"4","7","OOO","Sleep",2,"Spc Attack",2,"Water Res",-1,,,,
"Vespoid Leggings U","7800z","Vespoid InnrWng",2,"Vespoid Carapace",3,"Rainbow Insect",2,"Hercudrome",4,24,-5,5,2,-4,-3,"Male/Female","Gunner",7,"4","7","OO-","Sleep",4,"Spc Attack",2,"Water Res",-1,,,,
"Hi-Metal Greaves U","7800z","Carbalite Ore",4,"Firecell Stone",1,"Dragonite Ore",5,"Remobra Skin",2,48,-2,3,0,-2,-1,"Male/Female","Blade",7,"4","7","OO-","ElementAtk",3,"Protection",2,"Stamina",-2,,,,
"Hi-Metal Leggings U","7800z","Carbalite Ore",4,"Firecell Stone",1,"Dragonite Ore",5,"Remobra Skin",2,24,0,5,0,0,0,"Male/Female","Gunner",7,"4","7","OO-","ElementAtk",3,"Protection",2,"Stamina",-2,,,,
"Hornet Greaves U","8800z","HornetaurInnrWng",2,"Hornetaur Carpce",3,"Rainbow Insect",2,"Carbalite Ore",2,50,-6,-5,2,-1,-5,"Male/Female","Blade",7,"4","7","OO-","Protection",-2,"HearProtct",3,"Gathering",2,,,,
"Hornet Leggings U","8800z","HornetaurInnrWng",2,"Hornetaur Carpce",3,"Rainbow Insect",2,"Carbalite Ore",2,24,-5,-3,3,2,-4,"Male/Female","Gunner",7,"4","7","OO-","Protection",-2,"HearProtct",3,"Gathering",2,,,,
"Genprey Greaves U","8800z","Genprey Scale+",4,"Rainbow Insect",3,"Small Goldenfish",6,"King Scarab",6,50,2,3,-1,-2,-2,"Male/Female","Blade",7,"4","7","OO-","Paralysis",3,"Ice Res",-2,"Fate",2,,,,
